x,y,value,Group,Fill
355651.202729232,7175216.28676157,0.00288231247494226,1,0
356083.955267085,7175216.28676157,0.00285507101704373,1,0
356516.707804938,7175216.28676157,0.00281715489890349,1,0
356949.460342791,7175216.28676157,0.00276257160077427,1,0
357382.212880645,7175216.28676157,0.00270798830264505,1,0
357814.965418498,7175216.28676157,0.00265340500451584,1,0
358247.717956351,7175216.28676157,0.00259882170638663,1,0
358680.470494204,7175216.28676157,0.00254423840825741,1,0
359113.223032058,7175216.28676157,0.0024896551101282,1,0
359545.975569911,7175216.28676157,0.00243525052877654,1,0
359978.728107764,7175216.28676157,0.00238159104265204,1,0
360411.480645617,7175216.28676157,0.00232793155652755,1,0
360844.233183471,7175216.28676157,0.00227427207040305,1,0
361276.985721324,7175216.28676157,0.00222061258427855,1,0
361709.738259177,7175216.28676157,0.00216695309815406,1,0
362142.49079703,7175216.28676157,0.00211329361202956,1,0
362575.243334884,7175216.28676157,0.00205963412590507,1,0
363007.995872737,7175216.28676157,0.00196231809293997,1,0
363440.74841059,7175216.28676157,0.00185035223156203,1,0
363873.500948443,7175216.28676157,0.00173838637018409,1,0
364306.253486297,7175216.28676157,0.00162642050880615,1,0
364739.00602415,7175216.28676157,0.00151445464742822,1,0
365171.758562003,7175216.28676157,0.00140248878605028,1,0
365604.511099856,7175216.28676157,0.00129052292467234,1,0
366037.26363771,7175216.28676157,0.00117855706329439,1,0
366470.016175563,7175216.28676157,0.00106659120191645,1,0
366902.768713416,7175216.28676157,0.000954625340538523,1,0
367335.521251269,7175216.28676157,0.000842659479160581,1,0
367768.273789123,7175216.28676157,0.000730693617782638,1,0
368201.026326976,7175216.28676157,0.000618727756404696,1,0
368633.778864829,7175216.28676157,0.000506761895026754,1,0
369066.531402682,7175216.28676157,0.000399137705808834,1,0
369499.283940536,7175216.28676157,0.000314605064456073,1,0
369932.036478389,7175216.28676157,0.000230072423103335,1,0
370364.789016242,7175216.28676157,0.000145539781750585,1,0
370797.541554095,7175216.28676157,6.10071403978355e-05,1,0
371230.294091949,7175216.28676157,-2.35255009549027e-05,1,0
371663.046629802,7175216.28676157,-0.000108058142307664,1,0
372095.799167655,7175216.28676157,-0.000192590783660402,1,0
372528.551705508,7175216.28676157,-0.000330897482020501,1,0
372961.304243362,7175216.28676157,-0.000472164786848072,1,-0.003
373394.056781215,7175216.28676157,-0.000613432091675623,1,-0.003
373826.809319068,7175216.28676157,-0.000754699396503213,1,-0.003
374259.561856921,7175216.28676157,-0.000895966701330764,1,-0.003
374692.314394775,7175216.28676157,-0.00103723400615833,1,-0.003
375125.066932628,7175216.28676157,-0.00117850131098591,1,-0.003
375557.819470481,7175216.28676157,-0.00131976861581346,1,-0.003
375990.572008334,7175216.28676157,-0.00146103592064105,1,-0.003
376423.324546188,7175216.28676157,-0.0016023032254686,1,-0.003
376856.077084041,7175216.28676157,-0.00174357053029617,1,-0.003
377288.829621894,7175216.28676157,-0.00188483783512374,1,-0.003
377721.582159747,7175216.28676157,-0.00202610513995131,1,-0.003
378154.334697601,7175216.28676157,-0.00216737244477888,1,-0.003
378587.087235454,7175216.28676157,-0.00230863974960643,1,-0.003
379019.839773307,7175216.28676157,-0.002449907054434,1,-0.003
379452.59231116,7175216.28676157,-0.00259117435926157,1,-0.003
379885.344849014,7175216.28676157,-0.00273244166408914,1,-0.005
380318.097386867,7175216.28676157,-0.00287370896891671,1,-0.005
380750.84992472,7175216.28676157,-0.00301497627374426,1,-0.005
381183.602462573,7175216.28676157,-0.00315624357857184,1,-0.005
381616.355000427,7175216.28676157,-0.0032975108833994,1,-0.005
382049.10753828,7175216.28676157,-0.00343877818822698,1,-0.005
382481.860076133,7175216.28676157,-0.00358004549305455,1,-0.005
382914.612613986,7175216.28676157,-0.0037213127978821,1,-0.005
383347.36515184,7175216.28676157,-0.00386258010270967,1,-0.005
383780.117689693,7175216.28676157,-0.00400384740753724,1,-0.005
384212.870227546,7175216.28676157,-0.00414511471236481,1,-0.005
384645.622765399,7175216.28676157,-0.00428638201719238,1,-0.005
385078.375303253,7175216.28676157,-0.00442764932201993,1,-0.005
328387.792844477,7176434.44658126,0.00225801008761329,1,0
328820.54538233,7176434.44658126,0.00227635596113586,1,0
329253.297920184,7176434.44658126,0.00229470183465844,1,0
329686.050458037,7176434.44658126,0.00231304770818101,1,0
330118.80299589,7176434.44658126,0.00233139358170358,1,0
330551.555533743,7176434.44658126,0.00234973945522616,1,0
330984.308071597,7176434.44658126,0.00237468996098928,1,0
331417.06060945,7176434.44658126,0.00240085736006437,1,0
331849.813147303,7176434.44658126,0.00242289999432586,1,0
332282.565685156,7176434.44658126,0.00244268295203366,1,0
332715.31822301,7176434.44658126,0.00246246590974146,1,0
333148.070760863,7176434.44658126,0.00248224886744926,1,0
333580.823298716,7176434.44658126,0.00250203182515706,1,0
334013.575836569,7176434.44658126,0.00251882658056873,1,0
334446.328374423,7176434.44658126,0.00253535222399186,1,0
334879.080912276,7176434.44658126,0.00255187786741499,1,0
335311.833450129,7176434.44658126,0.00256840351083813,1,0
335744.585987982,7176434.44658126,0.00259660634798269,1,0
336177.338525836,7176434.44658126,0.00263002551402567,1,0
